"royal-line__monarch__slider__header__title","carousel__slide__content__container__title","carousel__slide__content__container__text__content","carousel__slide__image__copyright","royal-line__monarch__item__content__image__src src","royal-line__monarch__item__content__period"
"Niels","Niels (1104-1134)","Niels (d. 1134), konge af Danmark 1104-34. Som den sidste overlevende af Svend 2. Estridsens sønner valgtes han i 1104 til konge. Han støttede varmt helgenkulten omkring Knud 2. den Hellige og kæmpede/arbejdede for en stærk verdslig kongemagt i samarbejde med kirken. Hans støtte til sønnen Magnus efter dennes drab i 1131 på Erik 1. Ejegods søn, Knud Lavard, udløste imidlertid en borgerkrig, som Niels tabte i slaget ved Fodevig 1134. Tre uger efter dette slag blev Kong Niels dræbt af borgere i Slesvig.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1104-1134"
"Erik 1. Ejegod","Erik 1. Ejegod (1095-1103)","Erik 1. Ejegod (ca. 1056-1103), konge af Danmark 1095-1103. Han deltog på Knud 2. den Helliges side i de kampe, der førte til kongens død. Under Oluf 1. Hungers regering levede han i eksil, men blev ved dennes død valgt til konge. Han virkede energisk for broderens helgenkåring. Efter dette i 1100 var lykkedes, og efter han ligeledes havde opnået godkendelse af den nordiske kirke som selvstændigt ærkebispesæde, indledte han en pilgrimsrejse til Jerusalem. Han døde undervejs på Cypern, hvor han blev begravet.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1095-1103"
"Oluf 1. Hunger","Oluf 1. Hunger (1086-1095)","Oluf 1. Hunger (d. 1095), konge af Danmark 1086-95, broder til Knud 2. den Hellige. Under dennes forberedelser til togtet mod England lod han Oluf fængsle, fordi han tvivlede på hans loyalitet. Efter Knuds voldsomme død kåredes Oluf imidlertid af stormændene til konge. Kilder, der kan belyse hans regeringstid, er meget sparsomme. Tilnavnet Hunger fik han som led i bestræbelserne for at få Knud helgenkåret, hvorfor tiden efter dennes død bevidst blev skildret i mørke farver.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1086-1095"
"Knud 2. den Hellige","Knud 2. den Hellige (1080-1086)","Knud 2. den Hellige (d. 10.7.1086), konge af Danmark 1080-86. Knud deltog i sin ungdom i flere togter til England for at fordrive Vilhelm Erobreren. Som søn af Svend 2. Estridsen søgte han i 1076 forgæves valg til den danske trone. Først da broderen, Harald 3. Hen, døde i 1080, opnåede han valg og søgte derefter at rejse styrker til generobring af England. Den 10. juli 1086 blev han imidlertid dræbt af utilfredse undersåtter i St. Albani Kirke i Odense. I år 1100 blev han helgenkåret af paven, og hans jordiske rester blev derefter skrinlagt i St. Knuds Kirke tæt ved drabsstedet.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1080-1086"
"Harald 3. Hen","Harald 3. Hen (1074-1080)","Harald 3. Hen (d. 1080), konge af Danmark 1074-80. Som ældste søn af Svend 2. Estridsen blev han to år før faderens død valgt til dansk konge. Han måtte imidlertid gennem hele regeringstiden forsvare sin kongeværdighed mod sine brødres anslag. Han videreførte faderens bestræbelser for at gøre den danske kirke til et selvstændigt ærkebispesæde – men med tilsvarende ringe resultat. Tilnavnet Hen betyder hvæssesten.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1074-1080"
"Svend 2. Estridsen","Svend 2. Estridsen (1047-1074)","Svend 2. Estridsen (d. 28.4.1076), konge af Danmark 1047-74. Søn af Knud 1. den Stores søster Estrid og opfostret i England. Allerede inden Magnus den Godes død i 1047 havde han tilkæmpet sig reel kontrol over det danske territorium og anerkendtes derefter som dansk konge. Som sådan søgte han uden held at frigøre den danske kirke fra ærkebispesædet Hamburg-Bremen. Til gengæld lykkedes det ham at gennemføre betydelige ændringer i den kirkelige organisation. Han blev ved sin død begravet i Roskilde Domkirke.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1047-1074"
"Magnus den Gode","Magnus den Gode (1042-1047)","Magnus den Gode (1024-47), konge af Norge 1035-47 og tillige af Danmark 1042-47. Som søn af Olav 2. den Hellige blev Magnus kåret til norsk konge efter Knud 1. den Stores død. Omkring 1040 påbegyndte han en erobring af Danmark, og efter Hardeknuds død blev han anerkendt som dansk konge. Mod slutningen af regeringstiden kom han under voksende pres fra Svend 2. Estridsen, der til slut fordrev ham fra Danmark. Magnus er begravet i Nidaros Domkirke i Trondheim.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1042-1047"
"Hardeknud","Hardeknud (1035-1042)","Hardeknud (1020-42), - somme tider omtalt som Knud 3. - konge af Danmark 1035-42 og af England 1040-42. Som søn af Knud 1. den Store overtog han ved faderens død den danske trone, mens halvbroderen Harald Harefod blev konge af England. Ved dennes død i 1040 blev Hardeknud også engelsk konge, men døde allerede to år senere i London. Han blev begravet ved sin faders side i Winchester.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1035-1042"
"Knud 1. den Store","Knud 1. den Store (1018-1035)","Knud 1. den Store (ca. 995-1035), konge af England 1016-35, af Danmark 1018-35 og af Norge 1028-35. I løbet af hans regeringstid, nåede det danske Nordsøimperium sin største udstrækning. Knud søgte imidlertid ikke at svejse sit vidtstrakte rige sammen til en enhed og følte sig nok mere som engelsk konge end som dansk og norsk. Hans tid var præget af en livlig kulturudveksling mellem England og Danmark. Knud den Store døde i Shaftesbury i England og blev gravsat i Winchester. Knud 1. den Store er den første konge, der førte navnet Knud. I tidens løb - i opslagsbøger m.v. – kaldes han også Knud 2., da man regnede Gorm den Gamles formodede far, Hardeknud, for Knud 1.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1018-1035"
"Harald 2.","Harald 2. (1014-1018)","Harald 2. (d. ca. 1018), konge af Danmark 1014-18. Da faderen, Svend 1. Tveskæg, døde, efterfulgte Harald denne som konge af Danmark, mens hans broder, Knud 1. den Store, fortsatte faderens erobring af England. Om Kong Haralds korte regering findes meget få oplysninger.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","1014-1018"
"Svend 1. Tveskæg","Svend 1. Tveskæg (D. 1014)","Svend 1. Tveskæg (d. 1014), konge af Danmark efter at han i 980erne havde forjaget sin far, Harald 1. Blåtand til Venden, hvor denne døde senest 987. Efter i slaget ved Svold omkring år 1000 at have besejret nordmændene stod Svend som Nordens førende konge, og han satte derefter for alvor gang i vikingetogterne til England. Omkring 1013 havde han fast greb om et stort landområde i det nordøstlige England, hvori York var hovedbyen. Her døde han i 1014; men hans lig blev siden ført tilbage til Danmark.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","D. 1014"
"Harald 1. Blåtand","Harald 1. Blåtand (D. senest 987)","Harald 1. Blåtand (død senest 987), søn af Gorm den Gamle og Dronning Thyra. Indskriften på den store Jellingesten fortæller, at han erobrede hele Danmark og Norge; men den præcise geografiske udstrækning af hans kongemagt er uvis. Betydelige bygningsanlæg fra omkring 980 – ringborge, udbygningen af Dannevirke og broen over Ravning Enge – tyder dog på en vis rigssamling. Det anføres på samme Jellingesten, at han kristnede danerne, og opførelsen af den første trækirke i Jelling tilskrives ham. Hans tilnavn skyldes en sen overlevering.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","D. senest 987"
"Gorm den Gamle","Gorm den Gamle (Nævnt 936, d. ca. 958)","Gorm den Gamle (antageligt født mellem 908 og 918, d. ca. 958), muligvis søn af en kong Hardegon eller Hardeknud. Gorm omtales første gang som konge i skriftlige kilder fra 936. Da han døde omkring 958, begravedes han i Nordhøjen i Jelling, men han blev senere genbegravet i byens første trækirke. Om Gorm og hans dronning Thyra vidner først og fremmest de to runesten i Jelling. Hvad der er gået forud for det dynasti, som mejslede sine navne i sten i Jelling, er usikkert. Men eftersom Gorms dronning og Haralds moder Thyra er nævnt på både den lille og den store Jellingesten, må hun antages at have været af væsentlig betydning. Ældre kilder nævner konger i det, der nu er Danmark, men om dem vides så lidt, at de kun skitsemæssigt kan indsættes i regentrækken før Gorm og Thyra.","","https://www.kongehuset.dk/media/adlbqacj/crown-fallback.png","Nævnt 936, d. ca. 958"
